,Gene Name
13915,CDC6
13916,ATAD5
13917,SLC6A11
13918,IAH1
13919,USP15
13920,MYO7B
13921,GBP3
13922,AC068580.4
13923,KATNBL1
13924,DIP2B
13925,EID2
13926,KCNK10
13927,GANC
13928,G3BP1
13929,AVP
13930,POMC
13931,HIST1H2AJ
13932,MS4A3
13933,C7orf43
13934,CD82
13935,SPATA17
13936,TRIM4
13937,SS18L2
13938,KRT73
13939,DNAH1
13940,COBLL1
13941,PNPLA7
13942,PSMA1
13943,GOLGA5
13944,KCNJ15
13945,POLR2B
13946,ROM1
13947,DSN1
13948,C2orf81
13949,TRAPPC2
13950,POM121L2
13951,ELMOD2
13952,TDRKH
13953,IGHA2
13954,ARHGAP40
13955,TRIM60
13956,IVNS1ABP
13957,ACVR2A
13958,LCP2
13959,PCBP4
13960,FAM167A
13961,CSMD1
13962,RGS18
13963,HOXC12
13964,S100A4
13965,HTR5A
13966,EPHB6
13967,GALNTL5
13968,PDCD4
13969,MNAT1
13970,GTSE1
13971,PECAM1
13972,TIGD5
13973,CHRNB4
13974,MTMR10
13975,FAM166A
13976,AIG1
13977,ZNF750
13978,NPLOC4
13979,Z84492.1
13980,EGFL8
13981,NOXO1
13982,A4GNT
13983,FBXO8
13984,ADAMTS3
13985,FAM174A
13986,ANXA5
13987,ST3GAL3
13988,DYM
13989,NME2
13990,PNKP
13991,NLRP6
13992,C12orf49
13993,ANK2
13994,BCL2L10
13995,TPGS1
13996,OR11G2
13997,EN2
13998,BTN2A2
13999,GLUL
14000,SLC38A6
14001,SLC22A18AS
14002,STK39
14003,SMIM9
14004,RHOA
14005,PIK3C2G
14006,CDK5
14007,SLC12A1
14008,AC026316.5
14009,FABP5
14010,TAS2R30
14011,NFATC4
14012,TMEM38B
14013,AMZ1
14014,VRK3
14015,TMEM178B
14016,ZNF461
14017,KLRF2
14018,ZNF622
14019,EIF1AX
14020,NOL8
14021,CNST
14022,TEAD2
14023,PTGES3
14024,FSD2
14025,ERBIN
14026,TM7SF3
14027,EEF2K
14028,LIPI
14029,CIT
14030,MRPL36
14031,CDHR2
14032,CA4
14033,REV3L
14034,ASB11
14035,EIF2B5
14036,FAM168A
14037,ZXDB
14038,SCRT1
14039,B3GNT6
14040,CPLX3
14041,KCNS3
14042,ABCA12
14043,ALS2CR12
14044,TAF13
14045,PCDHB15
14046,GPR87
14047,PIAS1
14048,NDUFB2
14049,CMC2
14050,RTL9
14051,ST8SIA1
14052,RSPO2
14053,SOX18
14054,PSMC3
14055,CDK14
14056,HOXD4
14057,ZNF597
14058,TUBA1C
14059,C1QB
14060,LCP1
14061,GTF2A1
14062,FOSB
14063,PTS
14064,CLEC4G
14065,ZNF280B
14066,ESRRG
14067,TGFBR3L
14068,MMP16
14069,DNAJC4
14070,CLEC20A
14071,EVA1B
14072,MT-CO1
14073,SFRP5
14074,TRMT10C
14075,STPG2
14076,ODR4
14077,RBBP6
14078,DAB1
14079,MMP19
14080,SIGLEC15
14081,EVC
14082,RPS18
14083,DUSP13
14084,TLR1
14085,SLC35G5
14086,UPRT
14087,WIZ
14088,CFB
14089,KLHL14
14090,HOXA6
14091,GATM
14092,KMT2A
14093,GDAP1
14094,KIAA1109
14095,TRPC4AP
14096,LRRN3
14097,DEFB131B
14098,CASKIN2
14099,ENPP2
14100,MND1
14101,NPIPA1
14102,EDIL3
14103,CHMP4C
14104,TRIM72
14105,ZNF44
14106,MFN2
14107,CLDN10
14108,GALT
14109,MAN2A1
14110,SNX4
14111,IGKV1D-33
14112,XRRA1
14113,TNFRSF1B
14114,TEX261
14115,CLUH
14116,KLHL21
14117,DCLRE1B
14118,LUZP4
14119,SUSD3
14120,TUBA3D
14121,CHST2
14122,PDZD9
14123,HEATR5A
14124,ERMAP
14125,KAT8
14126,YARS
14127,ICOSLG
14128,NOX4
14129,DLGAP1
14130,DRGX
14131,AC073610.3
14132,PROSER1
14133,TAL2
14134,KLHL5
14135,TTLL5
14136,MS4A12
14137,CYP3A4
14138,TBC1D19
14139,FAM3A
14140,FKBP15
14141,NUP210L
14142,AC005697.1
14143,CLU
14144,AP002373.1
14145,NETO2
14146,RSU1
14147,TULP2
14148,CLEC9A
14149,CD300C
14150,SP110
14151,HOXB13
14152,ARL10
14153,GPHB5
14154,SPIN4
14155,YTHDF2
14156,SCN4A
14157,QTRT1
14158,C17orf51
14159,ZNF326
14160,DCAF8
14161,BRICD5
14162,TSPOAP1
14163,PIK3C3
14164,OMA1
14165,POLR2J2
14166,SLC16A12
14167,OIT3
14168,IGKV1D-43
14169,CDT1
14170,FANCB
14171,TMEM210
14172,TMEM99
14173,CDHR4
14174,DCAF10
14175,LTN1
14176,ZNF318
14177,BZW1
14178,MYO1E
14179,NRBP1
14180,LSM14B
14181,C20orf141
14182,TAF3
14183,KIN
14184,OCSTAMP
14185,PARD3B
14186,LRP2
14187,SEPT2
14188,TMEM109
14189,TMEM230
14190,TMEM50A
14191,SNN
14192,PSPH
14193,ZNF180
14194,NDUFC1
14195,RCHY1
14196,ICA1L
14197,FAM120B
14198,TTC37
14199,LEO1
14200,STAT6
14201,PINK1
14202,MYBPC2
14203,ESRP2
14204,EIF3D
14205,KCNIP2
14206,LY6G6F-LY6G6D
14207,TDRD15
14208,FLNC
14209,SLC37A3
14210,YBX3
14211,ALB
14212,SLC25A53
14213,SERF2
14214,SERPINE2
14215,POLR3E
14216,MEIG1
14217,SCRN3
14218,SERPINB7
14219,TUBGCP3
14220,TTBK2
14221,MAP2K7
14222,RNF216
14223,NXPE3
14224,ZMYM6
14225,C1orf105
14226,TOR2A
14227,FAM160B1
14228,IFIT2
14229,DDX51
14230,TNFRSF13C
14231,RFNG
14232,RNF146
14233,SMAD1
14234,ZNF578
14235,ARHGAP12
14236,ECEL1
14237,CDC7
14238,TRAPPC6A
14239,PTPN3
14240,EPS8
14241,AC093525.1
14242,RNF5
14243,TP53TG5
14244,SMO
14245,PICK1
14246,EPHX2
14247,SULT2B1
14248,EXOC6
14249,UPK2
14250,METTL2A
14251,MCM8
14252,HES4
14253,XAGE5
14254,SMNDC1
14255,RAG1
14256,SLC35C2
14257,TMSB15A
14258,LHX4
14259,DLK2
14260,ATP5MPL
14261,RP9
14262,TARS2
14263,ANKRD30A
14264,PLA2G4B
14265,WFDC12
14266,MUC13
14267,BMI1
14268,IFI6
14269,FAM124A
14270,CNIH4
14271,RFX3
14272,SCML4
14273,PUS3
14274,ACR
14275,WDR81
14276,CEP112
14277,BUD31
14278,MYH14
14279,VSIG10L2
14280,ALS2
14281,PGS1
14282,ACTL6A
14283,MT-ND1
14284,FLVCR2
14285,B3GNT4
14286,NOP2
14287,DNAH14
14288,OPTC
14289,CHMP3
14290,MAP3K7CL
14291,ZNF780B
14292,RSPH6A
14293,FA2H
14294,GRM6
14295,PNISR
14296,MOSMO
14297,PDZD11
14298,PCOLCE2
14299,HOXB9
14300,SHC3
14301,TARBP1
14302,DHRS7
14303,CROCC2
14304,ZNF574
14305,IFIT1
14306,METTL1
14307,ZDHHC4
14308,RNF31
14309,SYAP1
14310,DUS1L
14311,NFKBIZ
14312,DYNLT1
14313,SYT6
14314,HORMAD2
14315,SLC51A
14316,SMIM19
14317,MAP1B
14318,BRSK1
14319,PGLYRP4
14320,FAM196A
14321,MEGF6
14322,IPPK
14323,PDE9A
14324,OCA2
14325,CHML
14326,PCDHGB7
14327,CEP57L1
14328,SEC23A
14329,CCR2
14330,IGHM
14331,STARD5
14332,SLC7A1
14333,MFSD5
14334,KRT80
14335,GNG2
14336,SPDYA
14337,PPP1R10
14338,KRT17
14339,PIK3CD
14340,SDC4
14341,FCN1
14342,TPST2
14343,PINX1
14344,ST3GAL2
14345,ZNF234
14346,SGK494
14347,PHETA1
14348,ZNF451
14349,TCEAL7
14350,PDGFA
14351,TMEM125
14352,TRAM1L1
14353,RPTOR
14354,MNDA
14355,ADAM18
14356,LINGO3
14357,NDUFB9
14358,ERAP1
14359,SGMS1
14360,OR1I1
14361,MPRIP
14362,TRPM1
14363,ITGBL1
14364,USP17L13
14365,FAM153C
14366,ZBTB7B
14367,LRRFIP2
14368,NCOA7
14369,DRAM2
14370,AL449266.1
14371,CLEC2A
14372,CLPB
14373,PSMA5
14374,DCUN1D3
14375,U2AF2
14376,TOR1AIP1
14377,FAM89A
14378,CLDN12
14379,DHH
14380,ZNF454
14381,GPR157
14382,CLSTN2
14383,CFI
14384,NIPAL2
14385,C3orf85
14386,MYLK2
14387,CEP104
14388,ZNF746
14389,SMPX
14390,ZNF367
14391,FAM180B
14392,MINK1
14393,LRRC6
14394,SNAP47
14395,HIST2H2AB
14396,NBPF26
14397,PHF13
14398,BCL9L
14399,VSTM2A
14400,TMEM86B
14401,PPY
14402,MILR1
14403,NDRG1
14404,TOX3
14405,GMPPA
14406,XAB2
14407,PSMA2
14408,ALKBH2
14409,PPDPFL
14410,CD70
14411,NIN
14412,BRPF1
14413,ASB9
14414,TNNI3
14415,SOX10
14416,TMEM173
14417,ZSWIM3
14418,IFIH1
14419,RAB11FIP2
14420,SERP1
14421,RPP40
14422,SIDT1
14423,AC145212.1
14424,TSLP
14425,ABL2
14426,HIPK1
14427,APRT
14428,WDR82
14429,DBNDD2
14430,GRB14
14431,DOCK9
14432,PEX5
14433,CTAGE9
14434,AP1S1
14435,CSMD3
14436,PCNT
14437,SUGP1
14438,IER3IP1
14439,MSLNL
14440,UBA2
14441,NOC3L
14442,BOP1
14443,ZDHHC8
14444,FAM104A
14445,MDFI
14446,CLTA
14447,PCSK5
14448,HLA-DOB
14449,USP50
14450,IL10RA
14451,CARD19
14452,ZNF350
14453,ZNF232
14454,PDE4D
14455,ARL11
14456,FBN2
14457,YBX2
14458,CAPN7
14459,CA11
14460,SSR2
14461,PSMB1
14462,EYA4
14463,SLC35B4
14464,ADNP
14465,USF3
14466,WDR5
14467,ZNF217
14468,POU5F2
14469,GNRH1
14470,AC006030.1
14471,PPP2R5C
14472,ELMO2
14473,PQLC2L
14474,TAP1
14475,MEMO1
14476,FOXN1
14477,ZNF362
14478,C14orf93
14479,HOXC9
14480,MAGEB10
14481,THEM6
14482,AK7
14483,CST5
14484,DNAJB2
14485,C11orf21
14486,TGM6
14487,DHODH
14488,COCH
14489,NCS1
14490,NDUFAF5
14491,HLX
14492,ZNF486
14493,VPS13B
14494,IYD
14495,BTK
14496,FGF18
14497,YJU2
14498,GATAD1
14499,CREB5
14500,SLC30A4
14501,RPS19
14502,LEMD1
14503,BATF2
14504,CMA1
14505,TBC1D12
14506,ARF6
14507,PGLS
14508,NOD2
14509,KATNA1
14510,LONRF1
14511,LAMTOR3
14512,NKAIN1
14513,UPF1
14514,TESK1
14515,PRAMEF26
14516,NXNL2
14517,MAD2L1
14518,TSNAXIP1
14519,UBE2QL1
14520,IL1RAPL2
14521,NUP153
14522,TSPAN5
14523,DDB2
14524,CECR2
14525,C15orf59
14526,TRMT10A
14527,MAP3K21
14528,HVCN1
14529,RPS14
14530,C5
14531,ERMN
14532,HHEX
14533,ACPP
14534,PIR
14535,FDCSP
14536,FANCF
14537,ERP44
14538,TMED4
14539,ACTB
14540,GLIS3
14541,RWDD2A
14542,TCAF2
14543,CDC42EP4
14544,ANKRD49
14545,ZNF90
14546,PRG4
14547,TBC1D29
14548,SHROOM2
14549,TMEM185A
14550,DYSF
14551,AC008073.3
14552,MORN2
14553,ATP6V0B
14554,PLEKHA3
14555,FER
14556,TMEM80
14557,ADAM9
14558,SPRR2B
14559,PLXNC1
14560,DUSP11
14561,MARVELD1
14562,FEN1
14563,PSMA7
14564,TESPA1
14565,TNFRSF1A
14566,DOK5
14567,CELSR3
14568,MUT
14569,MYO5A
14570,BFAR
14571,NOXA1
14572,IKZF3
14573,TMPRSS13
14574,LRRC3
14575,SV2A
14576,WASHC5
14577,ZFYVE26
14578,VPREB3
14579,XKR9
14580,URAD
14581,AMACR
14582,PHF7
14583,POLR2J
14584,GOLIM4
14585,VANGL1
14586,NR1H3
14587,ITLN1
14588,ZMYND8
14589,CSF1R
14590,MEIOB
14591,PLCXD3
14592,WDCP
14593,HKR1
14594,IL12B
14595,CDON
14596,SNIP1
14597,FLT3
14598,USF2
14599,NEUROD1
14600,HIST2H3D
14601,ALDH1A3
14602,TPM3
14603,LHFPL5
14604,CALM3
14605,CHRNA10
14606,ZNF142
14607,OLFM1
14608,SMIM4
14609,PRR22
14610,ALOX12B
14611,TMEM101
14612,RRBP1
14613,TATDN1
14614,SDAD1
14615,MRC2
14616,JPT2
14617,ODF4
14618,WDR11
14619,NCR2
14620,SOCS4
14621,ARHGDIG
14622,ENTR1
14623,VPS4B
14624,UBE2W
14625,SPTB
14626,RABGGTB
14627,FAM209A
14628,ZFHX3
14629,FGF12
14630,C20orf203
14631,MFAP4
14632,TEF
14633,ZNF440
14634,PTPRT
14635,KLHL13
14636,HIGD2A
14637,OGA
14638,MIER1
14639,NGLY1
14640,KREMEN2
14641,SELENOV
14642,KDSR
14643,STK32B
14644,SGSM3
14645,TBL1XR1
14646,CRTC1
14647,RNF217
14648,RIPK4
14649,CCDC90B
14650,EIF4E3
14651,SIRT6
14652,GBP7
14653,CNTLN
14654,ITGA1
14655,PCDHB5
14656,HIGD2B
14657,MYH1
14658,CDKN2AIPNL
14659,SKAP1
14660,KANK3
14661,CDK1
14662,DNAJC27
14663,FN3K
14664,TMEM138
14665,CD8B
14666,HDAC3
14667,C8orf82
14668,TXN
14669,MYH11
14670,LYAR
14671,ZNF200
14672,PHF6
14673,KIRREL1
14674,EBLN2
14675,ZNF233
14676,ZFYVE9
14677,LILRA5
14678,PRDX5
14679,NET1
14680,USE1
14681,HHLA1
14682,PRKRA
14683,NIM1K
14684,RNF149
14685,HIST1H3D
14686,MOSPD1
14687,PASK
14688,TMEM78
14689,PHKG1
14690,TMEM207
14691,ALKBH5
14692,DENND6B
14693,ENOSF1
14694,SLC13A2
14695,HUNK
14696,VWA5B2
14697,EXOSC8
14698,PET117
14699,SYDE1
14700,CA5B
14701,KNOP1
14702,ALG13
14703,MPHOSPH6
14704,MAPKAPK3
14705,RAET1E
14706,GSG1
14707,ANKAR
14708,ATP6V0D2
14709,C6orf132
14710,PCYT2
14711,TAPT1
14712,NKX2-3
14713,DIRAS2
14714,SSX3
14715,VPS35L
14716,PRR11
14717,SREK1
14718,ALG8
14719,C1GALT1C1
14720,FYB2
14721,HNRNPUL2
14722,ZC3H7B
14723,RUNDC3A
14724,SOBP
14725,PUF60
14726,ELOC
14727,DTX4
14728,CALCA
14729,B3GNT7
14730,NMT1
14731,LRPPRC
14732,FRAT2
14733,PAQR9
14734,HIST1H3H
14735,CXCL16
14736,HDAC8
14737,ZUP1
14738,PTPN6
14739,TRIM41
14740,NPAP1
14741,OR7G2
14742,USP5
14743,NDRG4
14744,MYH15
14745,ODC1
14746,ZNF418
14747,AP000275.2
14748,MAP1A
14749,KIF4B
14750,PITPNM2
14751,STX1B
14752,C6orf201
14753,MAGED4
14754,AC093323.1
14755,CRKL
14756,DEPDC4
14757,TMEM40
14758,LMBRD1
14759,C1QTNF2
14760,TMEM208
14761,TMEM258
14762,FXN
14763,BPIFB3
14764,ZCCHC10
14765,PLAU
14766,NHLRC2
14767,SOX8
14768,PAPSS1
14769,DBH
14770,HSD3B2
14771,UBE3B
14772,CDIPT
14773,FAM209B
14774,ATP8B3
14775,RPL28
14776,RRNAD1
14777,NLRP9
14778,CDC45
14779,PTP4A2
14780,HOXD13
14781,NCK2
14782,SMPDL3B
14783,ITIH2
14784,CRTAP
14785,NRN1L
14786,FRS2
14787,LY6H
14788,DAGLA
14789,HS3ST3B1
14790,MYL6
14791,SHMT1
14792,CDC25C
14793,SGK1
14794,FAM83H
14795,PRADC1
14796,MANEA
14797,C2orf42
14798,ASB3
14799,C4orf51
14800,SLC5A4
14801,ANKRD9
14802,CLPTM1L
14803,ANKLE1
14804,SUMO2
14805,CCDC9B
14806,IBSP
14807,PRKDC
14808,PHF21B
14809,TMEM62
14810,SLC30A3
14811,NCAM2
14812,MYOC
14813,ALAS1
14814,C1orf210
14815,MCM5
14816,WDR76
14817,RASGEF1B
14818,HES2
14819,PTCH1
14820,ZFP91-CNTF
14821,TINAGL1
14822,C1S
14823,AQP8
14824,ANO4
14825,KCTD2
14826,PRDM6
14827,SKA2
14828,PPHLN1
14829,FGL1
14830,ZNF432
14831,UBAC1
14832,MLANA
14833,SETX
14834,TYW1B
14835,TRPC5OS
14836,PEX26
14837,MLN
14838,TMEM151B
14839,MRTO4
14840,APOO
14841,STX16-NPEPL1
14842,RBM10
14843,SLC25A46
14844,ACSM3
14845,TMED9
14846,IL20RA
14847,PLIN4
14848,ZNF330
14849,SYN1
14850,KCMF1
14851,MAPK10
14852,C11orf49
14853,ZNF800
14854,C19orf25
14855,TUBB
14856,STOML2
14857,ZCCHC12
14858,CPA5
14859,THSD7A
14860,C1QTNF9B
14861,ZBTB10
14862,BCLAF3
14863,NFATC2
14864,RNF138
14865,MRPS25
14866,SLC9B2
14867,PSMD14
14868,GCC1
14869,RLN1
14870,MOGAT3
14871,SLC7A14
14872,CNNM2
14873,NSL1
14874,TBCD
14875,TMSB15B
14876,GPSM2
14877,PYGL
14878,MRPS34
14879,GATC
14880,MZF1
14881,ZNF219
14882,SYNPO
14883,ASCC3
14884,HNRNPAB
14885,FAM102A
14886,PCP4
14887,MYD88
14888,ALDOC
14889,PRKAB1
14890,NMUR2
14891,IGHV4-31
14892,TLR8
14893,FAM166B
14894,MRPS24
14895,AUNIP
14896,POLDIP2
14897,GPBP1
14898,NUDT6
14899,GBP2
14900,ZFPL1
14901,ZNF681
14902,TCERG1
14903,PRPSAP1
14904,RPL36A-HNRNPH2
14905,KMT5B
14906,FBXO34
14907,TPI1
14908,PLEKHB1
14909,HS3ST6
14910,ZNF583
14911,ARID1B
14912,CLVS1
14913,DSG3
14914,CHST10
14915,GLRX3
14916,PIKFYVE
14917,MGRN1
14918,PNPLA6
14919,SPTY2D1
14920,FARP1
14921,HFE
14922,TCF7
14923,SYCE1L
14924,BRMS1
14925,ZC3H3
14926,MRFAP1L1
14927,PIP5KL1
14928,EIF4A1
14929,AC142391.1
14930,CHCHD10
14931,PBXIP1
14932,PAK3
14933,RNF144B
14934,ICA1
14935,PDE6H
14936,PDE2A
14937,CBWD6
14938,PPP6R1
14939,FBN3
14940,KIAA1841
14941,C1orf189
14942,POMT1
14943,PLA2G4D
14944,AL031777.3
14945,ZNFX1
14946,AP1S2
14947,C5orf47
14948,LURAP1
14949,SCRG1
14950,COPZ2
14951,DIS3
14952,LACC1
14953,NELFA
14954,SIRPB1
14955,SLC22A2
14956,ZG16
14957,UEVLD
14958,EFCAB14
14959,CCDC81
14960,XPO1
14961,MPL
14962,SERPINI2
14963,COX18
14964,NIPSNAP2
14965,NCAM1
14966,PRSS40A
14967,TMEM260
14968,DNAH9
14969,PAIP2B
14970,GULP1
14971,COMMD8
14972,MRPL20
14973,EMC4
14974,TNXB
14975,C18orf32
14976,CRBN
14977,KCNE4
14978,CLASP2
14979,ZNF787
14980,PRRC1
14981,FREM3
14982,UTP15
14983,GNG7
14984,PADI2
14985,C6orf89
14986,MDFIC
14987,ICE2
14988,ETFBKMT
14989,DPYSL5
14990,YTHDC2
14991,TAF1C
14992,EQTN
14993,DYNLL1
14994,ZNF66
14995,EIF4EBP3
14996,SLC45A1
14997,ZCCHC24
14998,GPR156
14999,MYH6
15000,RRM2
15001,ACBD5
15002,ZNF827
15003,PLAUR
15004,MRI1
15005,GOLGA2
15006,MTMR2
15007,MIB2
15008,PRIMA1
15009,ARHGAP35
15010,MAD1L1
15011,CEP72
15012,CD2BP2
15013,ALDH7A1
15014,AL033529.1
15015,BLMH
15016,C10orf67
15017,C1QC
15018,RNF19A
15019,FAM160A2
15020,RETN
15021,CSNK2A1
15022,MANSC1
15023,GPR61
15024,LCTL
15025,B3GLCT
15026,SUGT1
15027,NME6
15028,KLHL24
15029,ART1
15030,IGHJ4
15031,CHRAC1
15032,PRSS1
15033,PCBD2
15034,TBC1D26
15035,KCNIP3
15036,TOPBP1
15037,ROCK2
15038,NFX1
15039,CELSR1
15040,ZNF786
15041,NOSIP
15042,TBX22
15043,ERLEC1
15044,SERTM2
15045,COA7
15046,SSBP1
15047,RAD1
15048,TFDP1
15049,UCHL5
15050,NKPD1
15051,LRRC70
15052,UBLCP1
15053,CD55
15054,TENM4
15055,NAA50
15056,FAM19A1
15057,UNC13D
15058,ZDHHC24
15059,SLC7A13
15060,NADSYN1
15061,CKM
15062,KAT6B
15063,CEP164
15064,HES7
15065,GABRR2
15066,IFITM2
15067,PRDM11
15068,TRAK2
15069,RCC1
15070,SCN9A
15071,MAMDC4
15072,RFPL4A
15073,RAD21
15074,SETD9
15075,F8A3
15076,EMD
15077,NAALADL2
15078,PPFIA2
15079,TM4SF5
15080,MT1HL1
15081,GTPBP1
15082,NRXN1
15083,CCNB1
15084,RBM15B
15085,ZNF814
15086,SLC28A2
15087,ARHGEF17
15088,VCL
15089,ZNF865
15090,TOP2A
15091,PRUNE1
15092,DBN1
15093,ZNF490
15094,ASPDH
15095,GDF6
15096,CPN1
15097,DAPK3
15098,LCORL
15099,HNRNPL
15100,VPS25
15101,CBFA2T2
15102,CAVIN2
15103,FOLH1
15104,ACAA1
15105,LIPJ
15106,DPYS
15107,MAP2K4
15108,F8A1
15109,MMP26
15110,TMED7
15111,MRPL14
15112,BANF1
15113,OGFOD2
15114,C18orf25
15115,ELFN2
15116,ZNF528
15117,ATP6AP1
15118,GNPTAB
15119,PXDC1
15120,STEAP4
15121,SLC25A40
15122,GDI1
15123,LRR1
15124,FER1L5
15125,CPEB2
15126,SLC52A2
15127,ANP32A
15128,BTN3A1
15129,N4BP2
15130,SKIV2L
15131,EIF3K
15132,FBXO40
15133,DYNC1I2
15134,MIEF2
15135,ZNF131
15136,DLX5
15137,COG2
15138,LRRC8B
15139,EFNA5
15140,RNPEP
15141,GRIN2D
15142,CHRND
15143,ZNF251
15144,EPB41L2
15145,ACP1
15146,ADH1B
15147,ACTR2
15148,ACSBG2
15149,ADAT2
15150,ADGRF5
15151,ADSSL1
15152,ARMCX4
15153,ADGRF2
15154,ACTL10
15155,ARMH3
15156,AF241726.2
15157,ADGRE3
15158,AGPAT3
15159,ADRM1
15160,AFAP1L1
15161,ACP7
15162,ADCK1
15163,ADK
15164,ADCY10
15165,AIRE
15166,ADD2
15167,ARPP21
15168,AHRR
15169,ACSM4
15170,ADH7
15171,AIP
15172,ARHGEF12
15173,AL513165.2
15174,ADGRE1
15175,AICDA
15176,ACSBG1
15177,AHCY
15178,AL049839.2
15179,AL049844.1
15180,ADNP2
15181,ANKRD30B
15182,ADGRL1
15183,ARMCX5
15184,ADCY4
15185,ARHGEF38
15186,AL136295.5
15187,ANKRD54
15188,AKAP12
15189,ALKBH6
15190,AKNA
15191,AP003108.2
15192,ALG1L
15193,AGTPBP1
15194,AL136295.1
15195,AL080251.1
15196,AKR1C4
15197,ADGRF4
15198,AGO3
15199,AGPAT1
15200,ACP4
15201,AGPAT4
15202,ARFGAP1
15203,AKR7A3
15204,ADAM28
15205,ACSM2A
15206,ALDH3B1
15207,ADRB1
15208,ADORA1
15209,AK3
15210,AFDN
15211,APOE
15212,ANXA3
15213,ANAPC4
15214,AL359922.1
15215,ANGPT1
15216,ARNTL
15217,ARHGAP44
15218,ANO10
15219,AL117339.5
15220,AL110118.2
15221,ALG14
15222,ARHGEF11
15223,ARHGAP26
15224,ANLN
15225,ARHGAP1
15226,APOC1
15227,ADSL
15228,AGMAT
15229,AKAP1
15230,AL132671.2
15231,ADRA2B
15232,AIF1
15233,ARL6IP4
15234,APELA
15235,ARHGAP28
15236,ARHGEF2
15237,ALG12
15238,ADAP2
15239,APEX2
15240,ACRV1
15241,ARHGAP29
15242,ANO3
15243,ARID5B
15244,AKAP14
15245,ALKBH1
15246,ADGRG3
15247,ARL5B
15248,ARHGAP10
15249,ARHGAP19
15250,AL138694.1
15251,AKR1C1
15252,ARFGEF1
15253,ADCY2
15254,ANKRD31
15255,ANKRD13A
15256,AL022318.4
15257,AMDHD1
15258,ANKRD36C
15259,AFMID
15260,ALKAL2
15261,AGFG1
15262,ANKS1B
15263,AHCYL1
15264,ANGPTL6
15265,ARMT1
15266,ADARB1
15267,ALK
15268,AL139011.2
15269,AL512428.1
15270,ARHGAP8
15271,AP003419.1
15272,APOM
15273,ARMC4
15274,ADGRG7
15275,AL354822.1
15276,AL713999.1
15277,AP3S2
15278,AFF2
15279,AL160269.1
15280,AGTR1
15281,AMOTL1
15282,APLP1
15283,ACSL6
15284,AGPAT5
15285,ALMS1
15286,ARHGAP9
15287,ADORA2A
15288,APOBEC4
15289,AL928654.3
15290,ALDH16A1
15291,AQP7
15292,AEBP2
15293,ANKMY1
15294,AP1G1
15295,ARAP3
15296,AHCTF1
15297,APMAP
15298,ARHGEF1
15299,AQP11
15300,AMBP
15301,ARHGEF3
15302,ANKRD6
15303,AL136454.1
15304,AJUBA
15305,ARMC2
15306,ANKS6
15307,AP3M1
15308,ALKBH7
15309,APOPT1
15310,ARMC3
15311,ARL6IP5
15312,ADGRG5
15313,AL021546.1
15314,ARL4D
15315,ANKRD34C
15316,ALLC
15317,AP1M1
15318,APOOL
15319,AL662884.4
15320,AL121900.2
15321,APBB1IP
15322,ANKRD20A4
15323,ARL14EP
15324,ADAMTS8
15325,APBA2
15326,AHSG
15327,ADPGK
15328,AMDHD2
15329,ADD3
15330,ALG3
15331,ARL6IP1
15332,ARHGAP36
15333,ALDH8A1
15334,AL139260.3
15335,ARHGEF7
15336,ARL5A
15337,AHCYL2
15338,ARID1A
15339,ALG2
15340,ANKRD53
15341,ALAS2
15342,AL160272.2
15343,ACTRT3
15344,ANKFY1
15345,APOL4
15346,AP3M2
15347,ANXA1
15348,ANKS4B
15349,ADPRHL2
15350,AL157392.5
15351,AL121722.1
15352,ANKRD36B
15353,ARHGAP23
15354,AP3D1
15355,APTX
15356,ANKHD1
15357,AMH
15358,ALAD
15359,ANKRD18A
15360,AMIGO2
15361,AL049634.2
15362,AQP4
15363,AKTIP
15364,AKAP17A
15365,AL109811.4
15366,ARL4C
15367,AL355916.3
15368,AK6
15369,ARMH1
15370,AGPS
15371,AL136531.2
15372,TINF2
15373,TNNI1
15374,TMEM182
15375,TNNT2
15376,TNNT1
15377,TNNC2
15378,TMEM184A
15379,TNNT3
15380,TGM2
15381,TNFSF9
15382,ZNF735
15383,WDR45
15384,TNFSF15
15385,TMEM181
15386,TNRC18
15387,TNPO2
15388,ZNF732
15389,TNS1
15390,ATP2B4
15391,TOB2
15392,TMEM178A
15393,TOE1
15394,BAZ2A
15395,ZBTB8OS
15396,WBP4
15397,TMEM176A
15398,TOGARAM1
15399,TOLLIP
15400,ZSWIM2
15401,TOM1
15402,TGIF2-RAB5IF
15403,TNFRSF4
15404,ZNF729
15405,ZNF713
15406,TMEM198
15407,TGFBR2
15408,TNC
15409,TGFBR1
15410,BAIAP2L2
15411,TMX4
15412,WDR92
15413,TNFRSF8
15414,ZNF544
15415,TGFBI
15416,ATP9A
15417,ZNF547
15418,ZNF548
15419,ATPAF2
15420,TMEM196
15421,TNF
15422,TNFAIP1
15423,ZNF716
15424,TMEM192
15425,ATP8B1
15426,BRINP1
15427,ATP8A2
15428,TNFAIP6
15429,TNFRSF10D
15430,ATP6V1G1
15431,TNFRSF12A
15432,ZNF723
15433,TNFRSF14
15434,ATP6V1E1
15435,TOM1L1
15436,ZNF728
15437,ZC2HC1A
15438,TMEM171
15439,ZC2HC1C
15440,ZNF479
15441,TMEM143
15442,TPRA1
15443,ZNF474
15444,BRAT1
15445,TPP2
15446,VSX1
15447,TPP1
15448,ZNF469
15449,BCHE
15450,TPO
15451,ZSCAN1
15452,TPM2
