,mean_no_cancer,mean_cancer,variance_no_cancer,variance_cancer,dif_abs_mean,logFC,abs_logFC
AL136295.1,1.3874755889356474e-17,2.0569371226346918e-17,2.8520432170252424e-34,5.491182533697674e-34,6.694615336990444e-18,9.658010566319268e-12,9.658010566319268e-12
AL080251.1,1.292296826402241e-17,1.9578558646309065e-17,6.658921854659089e-34,1.0382588777010958e-33,6.655590382286656e-18,9.601950602502882e-12,9.601950602502882e-12
AKR1C4,1.0701674275699147e-17,1.7181155155215995e-17,1.4877686505826342e-34,3.3667923916791654e-34,6.479480879516849e-18,9.347918880752027e-12,9.347918880752027e-12
ADGRF4,1.3122669032642926e-17,1.9480441127322258e-17,5.565244669393014e-34,9.882033231873793e-34,6.357772094679332e-18,9.172371108344095e-12,9.172371108344095e-12
AGO3,1.3114389530394314e-17,1.9424661843094267e-17,2.956622579796034e-34,5.4028928932833575e-34,6.310272312699952e-18,9.10381778116289e-12,9.10381778116289e-12
AGPAT1,1.3601391609078753e-17,1.9877120748765712e-17,6.723886044960069e-34,1.0191740271184642e-33,6.275729139686959e-18,9.053844327703692e-12,9.053844327703692e-12
ACP4,3.915777351459369e-17,3.3033734377408235e-17,2.6924608989871034e-33,2.788835359304267e-33,6.124039137185457e-18,-8.835210468873788e-12,8.835210468873788e-12
AGPAT4,2.3744740650075166e-17,1.777971031351794e-17,4.005155873169566e-34,3.651426560233019e-34,5.965030336557225e-18,-8.605684959874062e-12,8.605684959874062e-12
ARFGAP1,7.21300000743034e-18,1.3007266065792799e-17,1.9633983950331662e-34,4.0604454551622625e-34,5.794266058362459e-18,8.35934146168081e-12,8.35934146168081e-12
AKR7A3,6.183514719658635e-17,5.606870728425231e-17,3.144462655874067e-33,3.531602036769585e-33,5.766439912334041e-18,-8.319138459106136e-12,8.319138459106136e-12
ADAM28,6.4997305725763e-17,5.940845755274658e-17,1.1466829166691208e-32,1.0045666920772305e-32,5.5888481730164284e-18,-8.062864338799488e-12,8.062864338799488e-12
ACSM2A,3.1252640916998246e-17,3.680892283518949e-17,3.0347980943764273e-33,3.984622299364227e-33,5.556281918191246e-18,8.0159341404738e-12,8.0159341404738e-12
ALDH3B1,3.1953341683191025e-17,2.6548923296712242e-17,1.0419606532649331e-33,1.0418474993659491e-33,5.404418386478783e-18,-7.796659596331005e-12,7.796659596331005e-12
ADRB1,3.188975995544115e-17,3.7187380657178626e-17,1.765910363849105e-33,2.5876419912924882e-33,5.297620701737478e-18,7.642734952781386e-12,7.642734952781386e-12
ADORA1,4.383634421267312e-18,9.569710025268926e-18,1.1259714371486199e-34,3.003656490924274e-34,5.186075604001614e-18,7.48192294229072e-12,7.48192294229072e-12
AK3,9.589106482137832e-18,1.477198045661402e-17,3.0834859376081423e-34,5.877246667464372e-34,5.182873974476189e-18,7.477438145185404e-12,7.477438145185404e-12
AFDN,1.3087820731607962e-17,7.962372153573464e-18,2.9289412887731595e-34,1.692483854138321e-34,5.125448578034497e-18,-7.394309227449733e-12,7.394309227449733e-12
APOE,2.84506653959646e-18,7.927275485082443e-18,8.229757055688723e-35,2.370295356375641e-34,5.082208945485983e-18,7.332322924563332e-12,7.332322924563332e-12
ANXA3,8.021973069896803e-18,1.3043490518335219e-17,1.9986442881095587e-34,3.92701428893053e-34,5.0215174484384155e-18,7.244228695708867e-12,7.244228695708867e-12
ANAPC4,2.4117656879247527e-17,1.913651073215318e-17,6.608995975851005e-34,6.059079077687595e-34,4.981146147094346e-18,-7.186086504700711e-12,7.186086504700711e-12
AL359922.1,1.6985197338118367e-17,1.217783084405674e-17,3.092669212802877e-34,2.0368778259304868e-34,4.8073664940616274e-18,-6.9355785521011585e-12,6.9355785521011585e-12
ANGPT1,7.104796264957968e-18,1.1773957853576613e-17,1.7264050377763095e-34,3.124957655625884e-34,4.669161588618646e-18,6.7364855948566624e-12,6.7364855948566624e-12
ARNTL,2.1672606472928997e-17,1.712628476164608e-17,1.2761037742561376e-33,9.530692176741567e-34,4.546321711282918e-18,-6.558855595250762e-12,6.558855595250762e-12
ARHGAP44,5.879974994689676e-18,1.0411636284011558e-17,1.661749155545379e-34,3.339334253511881e-34,4.531661289321882e-18,6.538193494271432e-12,6.538193494271432e-12
ANO10,1.491764266702325e-17,1.0410622077609953e-17,4.2806322210377826e-34,2.9465463725180657e-34,4.507020589413298e-18,-6.502315117458173e-12,6.502315117458173e-12
AL117339.5,1.9580965719387636e-17,2.397024759619215e-17,6.305227488852217e-34,9.687659772480157e-34,4.389281876804512e-18,6.332533512727432e-12,6.332533512727432e-12
AL110118.2,2.7153619151593245e-17,2.2774862180073976e-17,1.3234208258006203e-33,1.1421446198157873e-33,4.378756971519269e-18,-6.317157065536848e-12,6.317157065536848e-12
ALG14,1.4904043535786462e-17,1.0599981873771053e-17,3.5442107267222024e-34,2.4175846192782406e-34,4.3040616620154095e-18,-6.209361763683008e-12,6.209361763683008e-12
ARHGEF11,8.129137221400826e-17,8.556985008324025e-17,9.143054694810286e-33,1.2841629008735294e-32,4.2784778692319875e-18,6.172362187537379e-12,6.172362187537379e-12
ARHGAP26,2.346487256009437e-17,2.7709194795007103e-17,7.232694160898424e-34,9.834150772133775e-34,4.244322234912732e-18,6.12302941937884e-12,6.12302941937884e-12
ANLN,3.0704011478562077e-18,7.31060096340628e-18,1.0867746099095669e-34,2.419312350669262e-34,4.240199815550072e-18,6.116942909021618e-12,6.116942909021618e-12
ARHGAP1,1.0536513604241015e-17,6.346245722067897e-18,1.7498862542816434e-34,8.609052236247735e-35,4.190267882173118e-18,-6.045346326686988e-12,6.045346326686988e-12
APOC1,4.612467409871986e-18,8.670169589253639e-18,5.887927231043154e-35,1.4375616676912667e-34,4.057702179381652e-18,5.853941593059504e-12,5.853941593059504e-12
ADSL,1.1746966215103617e-17,1.5769499766070733e-17,4.918673654073802e-34,7.2676990451578466e-34,4.0225335509671165e-18,5.803327454299433e-12,5.803327454299433e-12
AGMAT,2.1477926466207013e-17,1.7511670054354437e-17,4.694724893668654e-34,4.8410344918622045e-34,3.966256411852575e-18,-5.7221205924507444e-12,5.7221205924507444e-12
AKAP1,2.6184509858590202e-17,3.005110386054802e-17,1.1100679478177044e-33,1.6328444825270086e-33,3.866594001957821e-18,5.578126571082132e-12,5.578126571082132e-12
AL132671.2,2.6802118310658267e-18,6.5031120507064675e-18,7.108532396491857e-35,1.580296025666206e-34,3.8229002196406405e-18,5.515339411607601e-12,5.515339411607601e-12
ADRA2B,1.5710814018379427e-17,1.1932275104032445e-17,9.848524882182875e-34,7.505910123988365e-34,3.778538914346982e-18,-5.451110710226953e-12,5.451110710226953e-12
AIF1,3.06649511840767e-17,2.6890036203982404e-17,1.1159744993506831e-33,1.3213473088884154e-33,3.774914980094294e-18,-5.4458250564956385e-12,5.4458250564956385e-12
ARL6IP4,5.666114150254455e-18,9.378213172540253e-18,1.0494818941997873e-34,1.9847715650551176e-34,3.712099022285798e-18,5.355488429067839e-12,5.355488429067839e-12
APELA,9.921371712342689e-18,1.3596378997465064e-17,2.630212269266332e-34,4.920504292573799e-34,3.675007285122375e-18,5.3019912064543275e-12,5.3019912064543275e-12
ARHGAP28,1.919116833188323e-17,1.5530122029965623e-17,1.4788970565274764e-34,1.3887174436024885e-34,3.661046301917608e-18,-5.281809619499705e-12,5.281809619499705e-12
ARHGEF2,1.4573797744174433e-17,1.814600203434568e-17,1.0559792676537044e-33,1.3207457625901369e-33,3.572204290171247e-18,5.1536725593282346e-12,5.1536725593282346e-12
ALG12,5.227776485704657e-18,8.786721699525787e-18,1.6535365518619758e-34,2.8485469289836797e-34,3.55894521382113e-18,5.1344520003054136e-12,5.1344520003054136e-12
ADAP2,3.309405243915241e-17,3.6649543035088306e-17,1.6549978633902597e-33,2.2130685778463645e-33,3.555490595935894e-18,5.129646860549708e-12,5.129646860549708e-12
APEX2,8.015015185698094e-18,1.1561071564544806e-17,1.219893376396037e-34,2.2940902438406306e-34,3.546056378846712e-18,5.115872126583353e-12,5.115872126583353e-12
ACRV1,6.518767433315074e-17,6.16546147169267e-17,9.431125036897869e-33,8.701791156030041e-33,3.533059616224035e-18,-5.096971910228919e-12,5.096971910228919e-12
ARHGAP29,6.0366303502027386e-18,9.559344569777596e-18,1.4726059541060037e-34,3.072270714678921e-34,3.5227142195748576e-18,5.082236148293415e-12,5.082236148293415e-12
ANO3,1.6741835679174078e-17,1.3280711136199152e-17,2.263096799685056e-34,2.233360931099567e-34,3.4611245429749254e-18,-4.9935012341553356e-12,4.9935012341553356e-12
ARID5B,1.3738595478262808e-17,1.7160302056687374e-17,2.5102272866431904e-34,3.8286029555184898e-34,3.4217065784245653e-18,4.936159899719962e-12,4.936159899719962e-12
AKAP14,4.87158342742074e-18,8.185903688270833e-18,1.6752745439805873e-34,2.8809975618032686e-34,3.314320260850093e-18,4.781754742236603e-12,4.781754742236603e-12
ALKBH1,2.1582026134853073e-17,1.827774198038639e-17,6.339192851641724e-34,5.275760018247271e-34,3.3042841544666847e-18,-4.767018980334854e-12,4.767018980334854e-12
ADGRG3,3.7945824551483357e-17,3.464522371049914e-17,2.3509432892727044e-33,2.2793559536959407e-33,3.300600840984214e-18,-4.761893497928734e-12,4.761893497928734e-12
ARL5B,4.870231481444602e-18,8.135791233104993e-18,1.043600621247106e-34,1.8215619159009858e-34,3.265559751660391e-18,4.711279359152907e-12,4.711279359152907e-12
ARHGAP10,9.575983426125047e-18,1.2809576720088595e-17,2.094064308422474e-34,3.1094037150721653e-34,3.233593293963548e-18,4.665470360148502e-12,4.665470360148502e-12
ARHGAP19,3.338236693787142e-18,6.544234181667843e-18,5.487201881910915e-35,1.2041787862617576e-34,3.2059974878807012e-18,4.625427528850945e-12,4.625427528850945e-12
AL138694.1,2.4433119601474104e-17,2.7573873692278138e-17,1.0502040662955186e-33,1.5706258244299057e-33,3.1407540908040335e-18,4.531246789639085e-12,4.531246789639085e-12
AKR1C1,2.308883214749319e-17,1.9957943776702503e-17,5.4323927351703185e-34,6.011326856438739e-34,3.1308883707906876e-18,-4.516831370386104e-12,4.516831370386104e-12
ARFGEF1,8.099356941823032e-18,1.1229669623424592e-17,1.6386085874321122e-34,2.554520651728351e-34,3.13031268160156e-18,4.516190685071203e-12,4.516190685071203e-12
ADCY2,1.5380448377462785e-17,1.2268689315601315e-17,6.1104835918322585e-34,5.208748584712154e-34,3.1117590618614698e-18,-4.4892819024532104e-12,4.4892819024532104e-12
ANKRD31,1.2755476917567391e-17,9.689129370280872e-18,1.0227597046941782e-34,9.801070425610933e-35,3.0663475472865193e-18,-4.4236116591248015e-12,4.4236116591248015e-12
ANKRD13A,1.2111350572468341e-17,1.517483208906324e-17,3.7028485930593562e-34,5.273811098232033e-34,3.0634815165949e-18,4.419767547306672e-12,4.419767547306672e-12
AL022318.4,1.1450958439362006e-17,1.450738801275265e-17,3.5322344888782655e-34,6.276163659443468e-34,3.0564295733906455e-18,4.409196239844115e-12,4.409196239844115e-12
AMDHD1,8.727015769819638e-18,5.681050140690588e-18,1.1924914631186632e-34,7.219908484478297e-35,3.0459656291290504e-18,-4.3943003066148056e-12,4.3943003066148056e-12
ANKRD36C,9.344993499847275e-18,6.345205712601491e-18,1.7858435157768026e-34,1.2568981741707919e-34,2.9997877872457844e-18,-4.3278292066604455e-12,4.3278292066604455e-12
AFMID,5.799723323568033e-17,5.5015144036555225e-17,2.9086738861211808e-33,3.095508237202943e-33,2.9820891991251014e-18,-4.302041623304658e-12,4.302041623304658e-12
ALKAL2,2.7371912744947748e-17,3.0351968117314713e-17,1.1303353364386628e-33,1.5412175242489418e-33,2.9800553723669657e-18,4.299318710763595e-12,4.299318710763595e-12
AGFG1,3.57433552693096e-17,3.2902886947796004e-17,1.5960742608536725e-33,1.8348042795188723e-33,2.8404683215135985e-18,-4.0979833550110535e-12,4.0979833550110535e-12
ANKS1B,1.4080879825676945e-17,1.6888852205596175e-17,4.621665293525255e-34,6.186912355726877e-34,2.8079723799192305e-18,4.051053156718657e-12,4.051053156718657e-12
AHCYL1,2.543400844761964e-18,5.319063253429936e-18,4.6519300803952976e-35,1.0278626880022108e-34,2.775662408667972e-18,4.0046034724134706e-12,4.0046034724134706e-12
ANGPTL6,2.4567071299583773e-17,2.1792257756829037e-17,4.001448894774429e-34,3.076393305608697e-34,2.774813542754736e-18,-4.003322101823057e-12,4.003322101823057e-12
ARMT1,1.3129427762963483e-17,1.041233813494926e-17,4.553112049342104e-34,3.88498468393688e-34,2.717089628014222e-18,-3.919872841398449e-12,3.919872841398449e-12
ADARB1,2.1930205838153446e-17,2.4614564432051063e-17,8.307966818785853e-34,9.918803121448961e-34,2.6843585938976178e-18,3.872942643107037e-12,3.872942643107037e-12
ALK,1.0895436105112965e-17,1.3547845175096863e-17,2.1602635373476663e-34,3.0708127190642917e-34,2.6524090699838985e-18,3.826813301452226e-12,3.826813301452226e-12
AL139011.2,1.1898615531746408e-17,9.25151510794912e-18,2.5515478855300803e-34,2.3341650216739082e-34,2.6471004237972885e-18,-3.8191250778532e-12,3.8191250778532e-12
AL512428.1,2.2505247500638648e-17,1.9914243534994632e-17,5.968731430738531e-34,5.471052971706012e-34,2.591003965644016e-18,-3.7380783873064705e-12,3.7380783873064705e-12
ARHGAP8,2.7406751036812663e-18,5.257855334035599e-18,2.722352295942276e-35,6.238404079016129e-35,2.517180230354333e-18,3.631724627370401e-12,3.631724627370401e-12
AP003419.1,1.1276497206564373e-17,1.3739291383453768e-17,4.366899037089418e-34,5.712295398717071e-34,2.462794176889395e-18,3.5529203353767505e-12,3.5529203353767505e-12
APOM,2.0710808382533963e-17,1.8277788123083196e-17,3.6193462058427618e-34,4.457534317516089e-34,2.433020259450767e-18,-3.510154591559466e-12,3.510154591559466e-12
ARMC4,4.659472512166546e-18,7.021911944383678e-18,9.346377899435243e-35,1.4841496273925807e-34,2.362439432217131e-18,3.4081254574046653e-12,3.4081254574046653e-12
ADGRG7,1.2928904984787745e-17,1.0632787330085885e-17,3.2849170587711127e-34,2.9093772412057837e-34,2.29611765470186e-18,-3.3125031762736183e-12,3.3125031762736183e-12
AL354822.1,1.320269835147325e-17,1.0914668960869683e-17,2.6704899909166807e-34,1.970285018345406e-34,2.288029390603567e-18,-3.3009708408598585e-12,3.3009708408598585e-12
AL713999.1,3.3035876053677856e-17,3.0765320548299674e-17,1.4526224383154842e-33,1.6021846032402223e-33,2.2705555053781827e-18,-3.2758239428048538e-12,3.2758239428048538e-12
AP3S2,1.1735891355032139e-17,9.477288926551514e-18,2.3075959631226326e-34,1.7539392624411183e-34,2.2586024284806246e-18,-3.258525439684214e-12,3.258525439684214e-12
AFF2,3.5804271352496665e-17,3.3632907342296774e-17,1.647253122160112e-33,1.7908782393435784e-33,2.171364010199891e-18,-3.132630778084009e-12,3.132630778084009e-12
AL160269.1,2.1399320646266423e-17,1.9270105144925032e-17,9.483053246875238e-34,8.678094318360872e-34,2.1292155013413905e-18,-3.0717656745113946e-12,3.0717656745113946e-12
AGTR1,2.683720756606728e-18,4.800962400901614e-18,1.3587195365497898e-34,2.18278831370539e-34,2.1172416442948865e-18,3.0544671713842905e-12,3.0544671713842905e-12
AMOTL1,2.082199588705673e-17,1.872707804203222e-17,1.0220644318684716e-33,1.0176578299099675e-33,2.0949178450245096e-18,-3.0222727350273497e-12,3.0222727350273497e-12
APLP1,1.7908254629422594e-17,1.9950793982910912e-17,4.738925640356987e-34,4.862679857434105e-34,2.042539353488318e-18,2.9468320408563332e-12,2.9468320408563332e-12
ACSL6,8.039874412269906e-18,9.97227097778912e-18,2.637246402927504e-34,3.4324590101655762e-34,1.9323965655192138e-18,2.787942086267429e-12,2.787942086267429e-12
AGPAT5,1.724613757493975e-17,1.5317607764470984e-17,2.5765030808772348e-34,2.515349119174782e-34,1.9285298104687667e-18,-2.782496261216321e-12,2.782496261216321e-12
ALMS1,7.251942985162004e-18,5.328281599368752e-18,8.090101608622815e-35,6.293618054277168e-35,1.9236613857932513e-18,-2.775128380257532e-12,2.775128380257532e-12
ARHGAP9,5.6274976199687215e-18,3.704553888017157e-18,5.373422082275736e-35,3.487972979974116e-35,1.922943731951565e-18,-2.774327523631577e-12,2.774327523631577e-12
ADORA2A,1.502598052758579e-17,1.3223040243581307e-17,4.2858952645014415e-34,3.941195482744663e-34,1.8029402840044816e-18,-2.601022149774867e-12,2.601022149774867e-12
APOBEC4,4.882629693537752e-18,3.0811525721798545e-18,4.0982269693074865e-35,2.704341756868348e-35,1.801477121357897e-18,-2.5992602651977657e-12,2.5992602651977657e-12
AL928654.3,1.6968007593989304e-17,1.5184749235196708e-17,5.124348250381133e-34,4.664110142297656e-34,1.783258358792596e-18,-2.572671825216054e-12,2.572671825216054e-12
ALDH16A1,1.5070013907327818e-18,3.2328527780484994e-18,2.529877238706398e-35,4.857831458508342e-35,1.7258513873157177e-18,2.4897030787628058e-12,2.4897030787628058e-12
AQP7,3.789346555471223e-18,5.5151007265531465e-18,3.852764375365715e-35,6.960752581760655e-35,1.7257541710819237e-18,2.4893827361124247e-12,2.4893827361124247e-12
AEBP2,1.7407980456501655e-18,3.422323268606509e-18,1.5625192549849536e-35,3.5588213290348817e-35,1.6815252229563435e-18,2.4256345486866164e-12,2.4256345486866164e-12
ANKMY1,1.3578157733850745e-17,1.1918377084041338e-17,2.6837027832258044e-34,2.571926059109151e-34,1.6597806498094072e-18,-2.394561311603638e-12,2.394561311603638e-12
AP1G1,8.759444591259097e-18,7.120134140429957e-18,2.07550594789973e-34,1.7434669761705787e-34,1.63931045082914e-18,-2.3649296164433015e-12,2.3649296164433015e-12
ARAP3,6.465011218988977e-18,4.9074976835937855e-18,6.91260310871294e-35,5.455432922358771e-35,1.5575135353951911e-18,-2.247043521102724e-12,2.247043521102724e-12
AHCTF1,1.5701609296515715e-17,1.4147878091187128e-17,4.903764405854654e-34,4.852231795313961e-34,1.5537312053285867e-18,-2.2417578673714212e-12,2.2417578673714212e-12
APMAP,1.2917830926381494e-17,1.1386346632082334e-17,1.952504224021471e-34,2.3203374598414026e-34,1.5314842942991593e-18,-2.2094032596828407e-12,2.2094032596828407e-12
ARHGEF1,1.5239983463091163e-18,3.0519729949016857e-18,1.986053200276272e-35,4.088101138008039e-35,1.5279746485925693e-18,2.204598119923742e-12,2.204598119923742e-12
AQP11,2.963730000376447e-18,4.466718185284144e-18,3.932195375720365e-35,5.572820923106961e-35,1.502988184907697e-18,2.168079057780307e-12,2.168079057780307e-12
AMBP,2.5110525085144208e-17,2.6611376422348452e-17,7.5574785781344164e-34,1.0137480083504705e-33,1.5008513372042441e-18,2.165516316577259e-12,2.165516316577259e-12
ARHGEF3,3.906925816999656e-17,3.7596307671712773e-17,1.97357178215175e-33,2.3423176530984633e-33,1.4729504982837885e-18,-2.1248327999819995e-12,2.1248327999819995e-12
ANKRD6,1.7854629683806746e-17,1.643153821875503e-17,5.127272062704913e-34,6.054073129747406e-34,1.4230914650517148e-18,-2.0529158749712508e-12,2.0529158749712508e-12
AL136454.1,2.143212435165095e-18,3.541923982164349e-18,3.549008747817481e-35,5.539772856938957e-35,1.3987115469992541e-18,2.0178383547516054e-12,2.0178383547516054e-12
AJUBA,1.315504441856428e-17,1.4549493212081717e-17,5.1650930577903635e-34,5.623935823495699e-34,1.3944487935174361e-18,2.011751844394366e-12,2.011751844394366e-12
ARMC2,2.7158075625020127e-18,4.1075684465094725e-18,2.2510586526529835e-35,3.81234774083096e-35,1.3917608840074598e-18,2.0079077325897933e-12,2.0079077325897933e-12
ANKS6,1.0780183778322906e-17,1.2131470752461404e-17,2.5356490024924182e-34,3.573508563831174e-34,1.3512869741384972e-18,1.9492850275700607e-12,1.9492850275700607e-12
AP3M1,6.9120789674758864e-18,5.569058411180967e-18,6.919257616424829e-35,6.592334514076174e-35,1.3430205562949197e-18,-1.937432349508563e-12,1.937432349508563e-12
ALKBH7,3.046555501361601e-17,2.912982697728979e-17,9.571925917167544e-34,1.2538453939053157e-33,1.3357280363262157e-18,-1.927181384696342e-12,1.927181384696342e-12
APOPT1,2.9928962829893488e-18,4.285228079331452e-18,3.8811574470312384e-35,5.670333310598199e-35,1.2923317963421034e-18,1.8640738825686965e-12,1.8640738825686965e-12
ARMC3,1.3594827908359205e-18,2.6406378622270275e-18,1.4118894583941216e-35,2.659753098348208e-35,1.281155071391107e-18,1.8483770927000234e-12,1.8483770927000234e-12
ARL6IP5,3.00965106068589e-18,4.26442914863811e-18,3.407067690914488e-35,5.096713854218443e-35,1.25477808795222e-18,1.8102563173046742e-12,1.8102563173046742e-12
ADGRG5,3.1221358974008006e-18,4.341387929093599e-18,9.670153899647577e-35,1.2764907573183838e-34,1.2192520316927985e-18,1.759001493243699e-12,1.759001493243699e-12
AL021546.1,1.7327778991500628e-17,1.852577128245881e-17,4.530742096302308e-34,5.077395622624717e-34,1.197992290958181e-18,1.7282485988071129e-12,1.7282485988071129e-12
ARL4D,1.8812323225906987e-17,1.7622267722907423e-17,3.2803716805397404e-34,4.274192198947926e-34,1.190055502999564e-18,-1.7168764347206267e-12,1.7168764347206267e-12
ANKRD34C,1.827897891676747e-17,1.9456031702950927e-17,3.953670363804153e-34,5.565490371908412e-34,1.1770527861834574e-18,1.6981363896712885e-12,1.6981363896712885e-12
ALLC,5.2403535032207456e-18,4.070300717538584e-18,7.149489152259851e-35,5.410819401020928e-35,1.1700527856821617e-18,-1.6882057675114494e-12,1.6882057675114494e-12
AP1M1,1.3133527085725845e-17,1.4284070832037125e-17,1.930188547495234e-34,2.331670891604854e-34,1.1505437463112802e-18,1.6600156142759353e-12,1.6600156142759353e-12
APOOL,5.507553289734891e-18,4.417050658904848e-18,5.341413262931531e-35,4.1828411186149153e-35,1.0905026308300428e-18,-1.5733629273495548e-12,1.5733629273495548e-12
AL662884.4,6.439111307472688e-18,7.499370702798351e-18,8.463595739055408e-35,1.0469091444779545e-34,1.060259395325663e-18,1.5296361555708124e-12,1.5296361555708124e-12
AL121900.2,1.4358587194753615e-17,1.5418251569665255e-17,2.0928726272572526e-34,2.0628096670026003e-34,1.0596643749116392e-18,1.5286751276196688e-12,1.5286751276196688e-12
APBB1IP,6.454836465530712e-18,5.478839144230572e-18,7.221236438066093e-35,6.365162359270981e-35,9.7599732130014e-19,-1.4080661197525343e-12,1.4080661197525343e-12
ANKRD20A4,1.0880649193282947e-17,9.908323016209624e-18,2.052954321478653e-34,1.9345121166733865e-34,9.723261770733227e-19,-1.4026202946960435e-12,1.4026202946960435e-12
ARL14EP,3.496411105987189e-18,4.4651853016783586e-18,7.491104169677859e-35,8.813659532869285e-35,9.687741956911696e-19,1.3976549836137716e-12,1.3976549836137716e-12
ADAMTS8,4.2089988663971704e-17,4.1144908534321896e-17,1.8038296338584423e-33,2.32521106822876e-33,9.450801296498077e-19,-1.3633783200242732e-12,1.3633783200242732e-12
APBA2,1.0291511284312045e-17,9.408113070453274e-18,2.8267936067590683e-34,2.8055619317463815e-34,8.833982138587713e-19,-1.274323063218137e-12,1.274323063218137e-12
AHSG,1.2899344891165163e-17,1.3750475632306393e-17,4.623161597329362e-34,5.393449792651256e-34,8.5113074114123075e-19,1.2281937215621166e-12,1.2281937215621166e-12
ADPGK,8.129291075597157e-18,7.281578294303894e-18,4.257967504659195e-34,4.0231088871845746e-34,8.477127812932632e-19,-1.2229080678318632e-12,1.2229080678318632e-12
AMDHD2,1.602161762693809e-17,1.685581108204635e-17,2.1627868845549393e-34,2.305456621648047e-34,8.341934551082592e-19,1.2035273374827626e-12,1.2035273374827626e-12
ADD3,4.7792128886534426e-17,4.6960956594428495e-17,5.9750603008542454e-33,6.384700254417175e-33,8.311722921059307e-19,-1.1990425403784219e-12,1.1990425403784219e-12
ALG3,1.5937359778481326e-17,1.673113740191366e-17,3.783277490435261e-34,4.768607568496294e-34,7.93777623432333e-19,1.1452249751133786e-12,1.1452249751133786e-12
ARL6IP1,3.807574872655551e-18,4.5986101698867496e-18,1.437129005515394e-35,2.2439421302998254e-35,7.910352972311986e-19,1.1410605206584225e-12,1.1410605206584225e-12
ARHGAP36,1.7863288043568405e-17,1.8653158952118712e-17,4.1881437001584494e-34,5.015332822402544e-34,7.898709085503068e-19,1.1394588074065162e-12,1.1394588074065162e-12
ALDH8A1,5.5377509180978685e-18,6.292387068227571e-18,7.199493268690956e-35,7.835404562021703e-35,7.546361501297027e-19,1.0888446686462796e-12,1.0888446686462796e-12
AL139260.3,8.308809117198349e-18,7.558656974863818e-18,1.5138887594849912e-34,1.5412767532080505e-34,7.501521423345302e-19,-1.082117472989085e-12,1.082117472989085e-12
ARHGEF7,1.8865493694830362e-17,1.8160213078755708e-17,8.048596513142271e-34,8.57492831902483e-34,7.052806160746544e-19,-1.0175684289371674e-12,1.0175684289371674e-12
ARL5A,1.902762350571802e-18,2.593834508071162e-18,1.2472393023509114e-35,1.850901022630912e-35,6.910721574993599e-19,9.96906327986858e-13,9.96906327986858e-13
AHCYL2,6.523231224758538e-18,7.205070700262251e-18,1.8031247282833916e-34,1.888222922406117e-34,6.818394755037131e-19,9.837722793212257e-13,9.837722793212257e-13
ARID1A,3.6901448442655906e-17,3.627593371543419e-17,1.550334584634307e-33,2.0680680855337986e-33,6.2551472722171415e-19,-9.024052461249446e-13,9.024052461249446e-13
ALG2,5.655761830065783e-18,6.2759600658537484e-18,6.703623891265907e-35,7.164269237147832e-35,6.201982357879656e-19,8.943966798648478e-13,8.943966798648478e-13
ANKRD53,1.5038778178602943e-17,1.444825574710604e-17,6.207072290182622e-34,6.154206767884645e-34,5.90522431496902e-19,-8.521114500150197e-13,8.521114500150197e-13
ALAS2,5.695802293159957e-18,6.280753951193381e-18,6.290957356157011e-35,6.815025539999913e-35,5.849516580334243e-19,8.437825411046026e-13,8.437825411046026e-13
AL160272.2,1.2180045260831032e-17,1.1599551021141958e-17,2.5483377057528803e-34,2.601906492300791e-34,5.8049423968907435e-19,-8.376960307478442e-13,8.376960307478442e-13
ACTRT3,1.5512145357099124e-17,1.4989344280938964e-17,2.6335427943639586e-34,2.6195001453409528e-34,5.228010761601596e-19,-7.542467703234195e-13,7.542467703234195e-13
ANKFY1,1.970156867536122e-17,2.0193987894903937e-17,6.455741803962316e-34,8.95915894477432e-34,4.924192195427176e-19,7.101996558955924e-13,7.101996558955924e-13
APOL4,8.779929092595788e-18,9.271366318926302e-18,1.1069525510791418e-34,1.3321287560070265e-34,4.914372263305146e-19,7.089182852940671e-13,7.089182852940671e-13
AP3M2,1.0408357249465714e-17,1.0886672405366446e-17,1.0256299319943193e-34,1.2495358372046857e-34,4.783151559007322e-19,6.900180689215683e-13,6.900180689215683e-13
ANXA1,7.066684443701398e-18,6.617331701074735e-18,1.0124932374801417e-34,9.464075283442692e-35,4.4935274262666315e-19,-6.482133530470942e-13,6.482133530470942e-13
ANKS4B,2.768356048770585e-18,3.2149661700080383e-18,2.256513129292882e-35,3.1622554761475887e-35,4.466101212374534e-19,6.442090699170361e-13,6.442090699170361e-13
ADPRHL2,9.726940043203675e-18,1.0166019812955652e-17,1.6942753337154047e-34,1.8690131264124937e-34,4.390797697519767e-19,6.336377624544516e-13,6.336377624544516e-13
AL157392.5,5.875194151730645e-18,5.438985311931885e-18,7.55607168805357e-35,7.249003417120646e-35,4.362088397987601e-19,-6.293131366745778e-13,6.293131366745778e-13
AL121722.1,3.153287364972465e-18,2.739518799009947e-18,5.350632277103984e-35,5.007609961928476e-35,4.1376856596251784e-19,-5.969585289860334e-13,5.969585289860334e-13
ANKRD36B,5.445493495638098e-18,5.8572150202382954e-18,1.3122537336599032e-34,1.4148453772507257e-34,4.1172152460019765e-19,5.939152738071635e-13,5.939152738071635e-13
ARHGAP23,3.851677941197907e-18,3.484194287808034e-18,3.1717121656613083e-35,2.760351132072504e-35,3.674836533898724e-19,-5.300069150562755e-13,5.300069150562755e-13
